DataHora,Pressao_HX710B,Temperatura,VibX,VibY,VibZ,FimCurso,Velocidade
2025-09-18 08:26:16,4.239,21.88,-0.14,0.06,0.96,0,0.014
2025-09-18 08:26:19,4.239,21.88,-0.14,0.05,0.95,1,0.047
2025-09-18 08:26:21,4.239,21.88,-0.12,0.05,0.94,0,0.047
2025-09-18 08:26:23,4.239,21.88,-0.13,0.06,0.95,0,0.047
2025-09-18 08:26:25,4.239,21.88,-0.15,0.06,0.93,0,0.047
2025-09-18 08:26:27,4.239,21.88,-0.14,0.04,0.95,0,0.047
2025-09-18 08:26:29,4.239,21.88,-0.14,0.06,0.96,0,0.047
2025-09-18 08:26:31,4.239,21.88,-0.14,0.06,0.96,0,0.047
2025-09-18 08:26:33,4.239,21.88,-0.14,0.03,0.96,0,0.047
2025-09-18 08:26:35,4.239,21.88,-0.16,0.04,0.96,0,0.047
2025-09-18 08:26:37,4.239,21.88,-0.15,0.06,0.95,0,0.047
2025-09-18 08:26:40,4.239,21.88,-0.21,0.1,1.03,0,0.047
2025-09-18 08:26:42,4.239,21.88,-0.14,0.07,0.95,1,0.01
2025-09-18 08:26:44,4.239,21.88,-0.14,0.06,0.95,0,0.01
2025-09-18 08:26:46,4.239,21.94,-0.15,0.05,0.94,0,0.01
2025-09-18 08:26:48,4.239,21.88,-0.14,0.05,0.95,1,0.05
2025-09-18 08:26:50,4.239,21.94,-0.15,0.04,0.96,0,0.05
2025-09-18 08:26:52,4.239,21.88,-0.14,0.05,0.95,0,0.05
2025-09-18 08:26:54,4.239,21.88,-0.34,0.22,0.96,1,0.05
2025-09-18 08:26:57,4.239,21.88,-0.14,0.05,0.94,0,0.05
2025-09-18 08:26:59,4.239,21.88,-0.1,0.04,0.97,0,0.05
2025-09-18 08:27:01,4.239,21.88,-0.14,0.06,0.95,0,0.05
2025-09-18 08:27:03,4.239,21.94,-0.3,0.54,1.0,0,0.05
2025-09-18 08:27:05,4.239,21.94,-0.17,0.06,0.96,0,0.05
2025-09-18 08:27:07,4.239,21.88,-0.14,0.05,0.96,0,0.05
2025-09-18 08:27:09,4.239,21.88,-0.14,0.04,0.95,0,0.05
2025-09-18 08:27:11,4.239,21.88,-0.12,-0.22,0.94,1,0.014
2025-09-18 08:27:13,4.239,21.88,-0.11,0.06,0.91,0,0.014
2025-09-18 08:27:15,4.239,21.88,-0.14,0.06,0.95,0,0.014
2025-09-18 08:27:18,4.239,21.94,-0.15,0.06,0.96,1,0.05
2025-09-18 08:27:20,4.239,21.88,-0.14,0.06,0.95,0,0.05
2025-09-18 08:27:22,4.239,21.94,-0.14,0.05,0.95,0,0.05
2025-09-18 08:27:24,4.239,21.88,-0.13,0.05,0.94,1,0.05
2025-09-18 08:27:26,4.239,21.88,-0.14,0.05,0.95,0,0.05
2025-09-18 08:27:28,4.239,21.94,-0.14,0.05,0.96,0,0.05
2025-09-18 08:27:30,4.239,21.88,-0.14,0.05,0.95,1,0.049
2025-09-18 08:27:32,4.239,21.88,-0.15,0.04,0.96,0,0.049
2025-09-18 08:27:34,4.239,21.88,-0.13,0.06,0.95,0,0.049
2025-09-18 08:27:37,4.239,21.94,-0.14,0.06,0.95,0,0.049
2025-09-18 08:27:39,4.239,21.94,-0.09,0.07,0.92,0,0.049
2025-09-18 08:27:41,4.239,21.88,-0.13,0.05,0.95,0,0.049
2025-09-18 08:27:43,4.239,21.94,-0.14,0.08,0.95,0,0.049
2025-09-18 08:27:45,4.239,21.94,-0.13,0.05,0.94,0,0.049
2025-09-18 08:27:47,4.239,21.94,-0.16,0.04,0.95,1,0.014
2025-09-18 08:27:49,4.239,21.94,-0.14,0.05,0.96,0,0.014
2025-09-18 08:27:51,4.239,21.94,-0.13,0.06,0.96,0,0.014
2025-09-18 08:27:53,4.239,21.94,-0.14,0.05,0.95,1,0.049
2025-09-18 08:27:56,4.239,21.94,-0.14,0.05,0.96,0,0.049
2025-09-18 08:27:58,4.239,21.94,-0.15,0.05,0.96,0,0.049
2025-09-18 08:28:00,4.239,21.94,-0.14,0.05,0.95,1,0.049
2025-09-18 08:28:08,4.239,21.94,-0.14,0.05,0.95,0,0.049
2025-09-18 08:28:10,4.239,21.94,-0.14,0.06,0.95,0,0.049
2025-09-18 08:28:12,4.239,21.94,-0.15,0.03,0.96,0,0.049
2025-09-18 08:28:15,4.239,21.94,-0.14,0.06,0.95,0,0.049
2025-09-18 08:28:17,4.239,21.94,-0.14,0.11,0.96,0,0.049
2025-09-18 08:28:19,4.239,21.94,-0.14,0.06,0.96,0,0.049
2025-09-18 08:28:21,4.239,21.94,-0.14,0.07,0.95,0,0.049
2025-09-18 08:28:23,4.239,21.94,-0.14,0.05,0.96,1,0.014
2025-09-18 08:28:25,4.239,21.94,-0.14,0.05,0.94,0,0.014
2025-09-18 08:28:27,4.239,21.94,-0.15,0.05,0.95,0,0.014
2025-09-18 08:28:29,4.239,21.94,-0.14,0.06,0.95,1,0.049
2025-09-18 08:28:32,4.239,21.94,-0.13,0.03,0.95,0,0.049
2025-09-18 08:28:34,4.239,21.94,-0.16,0.04,0.95,0,0.049
2025-09-18 08:28:36,4.239,21.94,-0.14,0.05,0.95,0,0.049
2025-09-18 08:28:39,4.239,21.94,-0.14,0.05,0.94,0,0.049
2025-09-18 08:28:41,4.239,21.94,0.16,-0.23,0.91,1,0.023
2025-09-18 08:28:43,4.239,21.94,-0.14,0.06,0.95,0,0.023
2025-09-18 08:28:45,4.239,22.0,-0.13,0.07,0.93,0,0.023
2025-09-18 08:28:47,4.239,21.94,-0.14,0.06,0.95,1,0.05
2025-09-18 08:28:49,4.239,21.94,-0.14,0.06,0.95,0,0.05
2025-09-18 08:28:51,4.239,21.94,-0.14,0.06,0.95,0,0.05
2025-09-18 08:28:53,4.239,22.0,-0.12,0.06,0.93,1,0.05
2025-09-18 08:28:55,4.239,21.94,-0.14,0.05,0.95,0,0.05
2025-09-18 08:28:58,4.239,21.94,-0.14,0.06,0.95,0,0.05
2025-09-18 08:29:00,4.239,21.94,-0.15,0.02,0.97,1,0.048
2025-09-18 08:29:02,4.239,21.94,-0.14,0.05,0.95,0,0.048
2025-09-18 08:29:04,4.239,21.94,0.09,0.05,0.83,0,0.048
2025-09-18 08:29:06,4.239,21.94,-0.14,0.05,0.95,0,0.048
2025-09-18 08:29:08,4.239,21.94,-0.16,0.04,0.96,0,0.048
2025-09-18 08:29:10,4.239,21.94,-0.13,0.05,0.96,0,0.048
2025-09-18 08:29:12,4.239,21.94,-0.14,0.05,0.95,0,0.048
2025-09-18 08:29:15,4.239,21.94,-0.09,0.06,0.89,0,0.048
2025-09-18 08:29:17,4.239,21.94,-0.19,0.07,0.98,1,0.014
2025-09-18 08:29:19,4.239,21.94,-0.14,0.08,0.95,0,0.014
2025-09-18 08:29:21,4.239,21.94,-0.13,0.06,0.95,0,0.014
2025-09-18 08:29:23,4.239,21.94,-0.82,0.25,0.97,1,0.05
2025-09-18 08:29:25,4.239,21.94,-0.13,0.05,0.95,0,0.05
2025-09-18 08:29:27,4.239,21.94,-0.08,0.03,0.94,0,0.05
2025-09-18 08:29:29,4.239,21.94,-0.14,0.05,0.95,1,0.05
2025-09-18 08:29:31,4.239,22.0,-0.13,0.06,0.95,0,0.05
2025-09-18 08:29:33,4.239,21.94,-0.14,0.06,0.93,0,0.05
2025-09-18 08:29:36,4.239,22.0,-0.14,0.05,0.95,1,0.049
2025-09-18 08:29:38,4.239,21.94,-0.14,0.06,0.96,0,0.049
2025-09-18 08:29:40,4.239,21.94,-0.14,0.05,0.95,0,0.049
2025-09-18 08:29:42,4.239,21.94,-0.18,0.05,0.99,0,0.049
2025-09-18 08:29:44,4.239,22.0,-0.16,0.08,0.95,0,0.049
2025-09-18 08:29:46,4.239,21.94,-0.13,0.06,0.96,0,0.049
2025-09-18 08:29:48,4.239,21.94,-0.14,0.06,0.95,0,0.049
2025-09-18 08:29:50,4.239,21.94,-0.14,0.06,0.95,0,0.049
2025-09-18 08:29:52,4.239,21.94,-0.15,0.1,0.99,1,0.014
2025-09-18 08:29:54,4.239,21.94,-0.14,0.05,0.95,0,0.014
2025-09-18 08:29:57,4.239,22.0,-0.15,0.06,0.95,0,0.014
2025-09-18 08:29:59,4.239,22.0,-0.14,0.06,0.95,1,0.049
2025-09-18 08:30:01,4.239,22.0,-0.19,0.08,0.97,0,0.049
2025-09-18 08:30:03,4.239,22.0,-0.14,0.07,0.95,0,0.049
2025-09-18 08:30:05,4.239,21.94,-0.13,0.06,0.96,1,0.047
2025-09-18 08:30:07,4.239,22.0,-0.14,0.05,0.94,0,0.047
2025-09-18 08:30:10,4.239,22.0,-0.13,0.06,0.95,0,0.047
2025-09-18 08:30:12,4.239,22.0,-0.14,0.07,0.96,0,0.047
2025-09-18 08:30:14,4.239,22.0,-0.13,0.05,0.95,0,0.047
2025-09-18 08:30:16,4.239,22.0,-0.14,0.05,0.95,0,0.047
2025-09-18 08:30:18,4.239,22.0,-0.14,0.07,0.95,0,0.047
2025-09-18 08:30:20,4.239,22.0,-0.14,0.05,0.94,0,0.047
2025-09-18 08:30:22,4.239,22.0,-0.12,0.07,0.96,1,0.014
2025-09-18 08:30:24,4.239,22.0,-0.14,0.05,0.96,0,0.014
2025-09-18 08:30:27,4.239,22.0,-0.14,0.08,0.95,0,0.014
2025-09-18 08:30:29,4.239,22.0,-0.13,0.06,0.96,1,0.05
2025-09-18 08:30:31,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:30:33,4.239,22.0,-0.15,0.09,0.95,0,0.05
2025-09-18 08:30:35,4.239,22.0,-0.14,0.05,0.95,1,0.05
2025-09-18 08:30:37,4.239,22.0,-0.16,0.05,0.95,0,0.05
2025-09-18 08:30:39,4.239,22.0,-0.13,0.05,0.94,0,0.05
2025-09-18 08:30:41,4.239,22.0,-0.16,0.04,0.97,0,0.05
2025-09-18 08:30:43,4.239,22.0,-0.14,0.06,0.95,0,0.05
2025-09-18 08:30:46,4.239,22.0,-0.14,0.06,0.96,0,0.05
2025-09-18 08:30:48,4.239,22.0,-0.15,0.02,0.98,0,0.05
2025-09-18 08:30:50,4.239,22.0,-0.13,0.05,0.95,0,0.05
2025-09-18 08:30:52,4.239,22.0,-0.22,0.05,0.97,1,0.014
2025-09-18 08:30:54,4.239,22.0,-0.14,0.05,0.95,0,0.014
2025-09-18 08:30:56,4.239,22.0,-0.14,0.03,0.94,0,0.014
2025-09-18 08:30:58,4.239,22.0,-0.14,0.06,0.95,1,0.05
2025-09-18 08:31:00,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:31:02,4.239,22.0,-0.14,0.05,0.96,0,0.05
2025-09-18 08:31:04,4.239,22.0,-0.14,0.05,0.95,1,0.051
2025-09-18 08:31:06,4.239,22.0,-0.14,0.05,0.95,0,0.051
2025-09-18 08:31:09,4.239,22.0,-0.13,0.04,0.95,0,0.051
2025-09-18 08:31:11,4.239,22.0,-0.14,0.04,0.95,1,0.05
2025-09-18 08:31:13,4.239,22.0,-0.14,0.06,0.96,0,0.05
2025-09-18 08:31:15,4.239,22.0,-0.2,0.05,1.0,0,0.05
2025-09-18 08:31:17,4.239,22.0,-0.14,0.06,0.96,0,0.05
2025-09-18 08:31:19,4.239,22.0,-0.14,0.05,0.96,0,0.05
2025-09-18 08:31:21,4.239,22.0,-0.15,0.06,0.95,0,0.05
2025-09-18 08:31:23,4.239,22.0,-0.15,0.05,0.96,0,0.05
2025-09-18 08:31:25,4.239,22.0,-0.14,0.04,0.94,0,0.05
2025-09-18 08:31:28,4.239,22.0,-0.14,0.06,0.96,0,0.05
2025-09-18 08:31:30,4.239,22.0,-0.19,0.03,1.0,0,0.05
2025-09-18 08:31:32,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:31:34,4.239,22.0,-0.14,0.05,0.95,1,0.01
2025-09-18 08:31:36,4.239,22.0,-0.16,0.09,0.95,0,0.01
2025-09-18 08:31:38,4.239,22.0,-0.14,0.06,0.94,0,0.01
2025-09-18 08:31:40,4.239,22.0,-0.13,0.04,0.94,1,0.05
2025-09-18 08:31:43,4.239,22.0,-0.14,0.06,0.96,0,0.05
2025-09-18 08:31:45,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:31:47,4.239,22.0,-0.14,0.05,0.95,1,0.05
2025-09-18 08:31:49,4.239,22.06,-0.15,0.04,0.95,0,0.05
2025-09-18 08:31:51,4.239,22.0,-0.13,0.06,0.95,0,0.05
2025-09-18 08:31:53,4.239,22.06,-0.15,0.06,0.96,0,0.05
2025-09-18 08:31:55,4.239,22.0,-0.14,0.05,0.94,0,0.05
2025-09-18 08:31:57,4.239,22.06,-0.13,0.04,0.95,0,0.05
2025-09-18 08:31:59,4.239,22.0,-0.14,0.05,0.96,0,0.05
2025-09-18 08:32:02,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:32:04,4.239,22.06,-0.14,0.05,0.96,1,0.014
2025-09-18 08:32:06,4.239,22.0,-0.14,0.05,0.95,0,0.014
2025-09-18 08:32:08,4.239,22.0,-0.15,0.06,0.95,0,0.014
2025-09-18 08:32:10,4.239,22.0,-0.16,0.03,0.95,1,0.049
2025-09-18 08:32:12,4.239,22.0,-0.14,0.05,0.95,0,0.049
2025-09-18 08:32:14,4.239,22.0,-0.13,0.05,0.96,0,0.049
2025-09-18 08:32:16,4.239,22.06,-0.14,0.05,0.95,1,0.05
2025-09-18 08:32:18,4.239,22.0,-0.16,0.04,0.95,0,0.05
2025-09-18 08:32:21,4.239,22.0,-0.13,0.05,0.95,0,0.05
2025-09-18 08:32:23,4.239,22.0,-0.14,0.05,0.95,0,0.05
2025-09-18 08:32:25,4.239,22.0,-0.2,0.02,0.99,0,0.05
2025-09-18 08:32:27,4.239,22.0,-0.11,0.09,0.94,0,0.05
2025-09-18 08:32:29,4.239,22.0,0.05,-0.05,0.73,0,0.05
2025-09-18 08:32:31,4.239,22.0,-0.14,0.06,0.95,0,0.05
2025-09-18 08:32:33,4.239,22.0,-0.13,0.06,0.95,1,0.014
2025-09-18 08:32:36,4.239,22.0,-0.14,0.06,0.95,0,0.014
2025-09-18 08:32:38,4.239,22.06,-0.14,0.05,0.96,0,0.014
2025-09-18 08:32:40,4.239,22.06,-0.15,0.03,0.95,1,0.05
2025-09-18 08:32:42,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:32:44,4.239,22.06,-0.16,0.04,0.96,0,0.05
2025-09-18 08:32:46,4.239,22.0,-0.15,0.05,0.96,1,0.05
2025-09-18 08:32:48,4.239,22.06,-0.13,0.06,0.95,0,0.05
2025-09-18 08:32:50,4.239,22.06,-0.13,0.05,0.94,0,0.05
2025-09-18 08:32:53,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:32:55,4.239,22.0,-0.14,0.07,0.95,0,0.05
2025-09-18 08:32:57,4.239,22.0,-0.13,0.06,0.94,1,0.023
2025-09-18 08:32:59,4.239,22.06,-0.14,0.05,0.96,0,0.023
2025-09-18 08:33:02,4.239,22.06,-0.23,0.05,0.99,0,0.023
2025-09-18 08:33:04,4.239,22.06,-0.14,0.05,0.96,1,0.05
2025-09-18 08:33:06,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:33:08,4.239,22.06,-0.14,0.06,0.94,0,0.05
2025-09-18 08:33:10,4.239,22.06,-0.15,0.05,0.96,1,0.05
2025-09-18 08:33:12,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:33:14,4.239,22.06,-0.15,0.05,0.96,0,0.05
2025-09-18 08:33:16,4.239,22.06,-0.11,0.07,0.93,1,0.049
2025-09-18 08:33:19,4.239,22.06,-0.39,0.16,1.06,0,0.049
2025-09-18 08:33:21,4.239,22.06,-0.15,0.04,0.95,0,0.049
2025-09-18 08:33:23,4.239,22.06,-0.14,0.06,0.95,0,0.049
2025-09-18 08:33:25,4.239,22.06,-0.14,0.05,0.96,0,0.049
2025-09-18 08:33:27,4.239,22.06,-0.15,0.04,0.97,1,0.025
2025-09-18 08:33:30,4.239,22.06,-0.14,0.05,0.95,0,0.025
2025-09-18 08:33:32,4.239,22.06,-0.14,0.05,0.95,0,0.025
2025-09-18 08:33:34,4.239,22.06,-0.14,0.05,0.94,0,0.025
2025-09-18 08:33:37,4.239,22.06,-0.13,0.03,0.95,0,0.025
2025-09-18 08:33:39,4.239,22.06,-0.14,0.05,0.95,0,0.025
2025-09-18 08:33:41,4.239,22.06,-0.14,0.04,0.95,0,0.025
2025-09-18 08:33:43,4.239,22.06,-0.15,0.05,0.95,0,0.025
2025-09-18 08:33:45,4.239,22.06,-0.13,0.06,0.96,1,0.014
2025-09-18 08:33:47,4.239,22.06,-0.14,0.06,0.96,0,0.014
2025-09-18 08:33:49,4.239,22.06,-0.14,0.04,0.96,0,0.014
2025-09-18 08:33:51,4.239,22.06,-0.14,0.05,0.96,1,0.05
2025-09-18 08:33:53,4.239,22.06,-0.14,0.06,0.95,0,0.05
2025-09-18 08:33:55,4.239,22.06,-0.16,0.07,0.98,0,0.05
2025-09-18 08:33:58,4.239,22.06,-0.14,0.07,0.97,1,0.048
2025-09-18 08:34:00,4.239,22.06,-0.15,0.06,0.95,0,0.048
2025-09-18 08:34:02,4.239,22.06,-0.14,0.06,0.96,0,0.048
2025-09-18 08:34:04,4.239,22.06,-0.14,0.05,0.96,0,0.048
2025-09-18 08:34:06,4.239,22.06,-0.14,0.09,0.97,0,0.048
2025-09-18 08:34:08,4.239,22.06,-0.14,0.05,0.95,0,0.048
2025-09-18 08:34:10,4.239,22.06,-0.13,0.04,0.95,0,0.048
2025-09-18 08:34:13,4.239,22.06,-0.13,0.05,0.96,0,0.048
2025-09-18 08:34:15,4.239,22.06,-0.13,0.05,0.95,1,0.014
2025-09-18 08:34:17,4.239,22.06,-0.14,0.05,0.95,0,0.014
2025-09-18 08:34:19,4.239,22.06,-0.14,0.05,0.95,0,0.014
2025-09-18 08:34:21,4.239,22.06,-0.12,0.07,0.97,1,0.049
2025-09-18 08:34:23,4.239,22.06,-0.14,0.05,0.96,0,0.049
2025-09-18 08:34:25,4.239,22.06,-0.17,0.03,0.92,0,0.049
2025-09-18 08:34:27,4.239,22.06,-0.14,0.05,0.95,1,0.05
2025-09-18 08:34:29,4.239,22.06,-0.14,0.05,0.96,0,0.05
2025-09-18 08:34:32,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:34:34,4.239,22.12,-0.14,0.06,0.96,1,0.049
2025-09-18 08:34:36,4.239,22.06,-0.14,0.04,0.96,0,0.049
2025-09-18 08:34:38,4.239,22.06,-0.14,0.06,0.96,0,0.049
2025-09-18 08:34:40,4.239,22.06,-0.14,0.03,0.95,0,0.049
2025-09-18 08:34:42,4.239,22.06,-0.14,0.06,0.95,0,0.049
2025-09-18 08:34:44,4.239,22.06,-0.12,0.05,0.95,0,0.049
2025-09-18 08:34:46,4.239,22.06,-0.14,0.06,0.95,0,0.049
2025-09-18 08:34:49,4.239,22.06,-0.14,0.06,0.96,0,0.049
2025-09-18 08:34:51,4.239,22.06,-0.14,0.05,0.95,1,0.014
2025-09-18 08:34:53,4.239,22.06,-0.15,0.05,0.96,0,0.014
2025-09-18 08:34:55,4.239,22.06,-0.13,0.04,0.95,0,0.014
2025-09-18 08:34:57,4.239,22.06,-0.14,0.06,0.95,1,0.05
2025-09-18 08:34:59,4.239,22.06,-0.13,0.06,0.96,0,0.05
2025-09-18 08:35:01,4.239,22.06,-0.15,0.05,0.92,0,0.05
2025-09-18 08:35:04,4.239,22.06,-0.16,0.07,0.97,0,0.05
2025-09-18 08:35:06,4.239,22.06,-0.13,0.06,0.95,0,0.05
2025-09-18 08:35:08,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:35:10,4.239,22.06,-0.07,-0.06,0.94,0,0.05
2025-09-18 08:35:12,4.239,22.06,-0.16,0.09,0.99,0,0.05
2025-09-18 08:35:14,4.239,22.06,-0.14,0.05,0.95,1,0.014
2025-09-18 08:35:17,4.239,22.06,-0.1,0.06,0.94,0,0.014
2025-09-18 08:35:19,4.239,22.06,-0.14,0.06,0.95,0,0.014
2025-09-18 08:35:21,4.239,22.06,-0.14,0.03,0.95,1,0.05
2025-09-18 08:35:23,4.239,22.06,-0.14,0.06,0.95,0,0.05
2025-09-18 08:35:25,4.239,22.06,-0.14,0.05,0.96,0,0.05
2025-09-18 08:35:27,4.239,22.06,-0.11,0.01,0.94,1,0.047
2025-09-18 08:35:29,4.239,22.06,-0.13,0.06,0.95,0,0.047
2025-09-18 08:35:32,4.239,22.06,-0.02,-0.12,0.92,0,0.047
2025-09-18 08:35:34,4.239,22.06,-0.14,0.06,0.95,0,0.047
2025-09-18 08:35:36,4.239,22.06,-0.17,0.05,0.96,0,0.047
2025-09-18 08:35:38,4.239,22.06,-0.15,0.05,0.94,0,0.047
2025-09-18 08:35:40,4.239,22.06,-0.14,0.05,0.96,0,0.047
2025-09-18 08:35:42,4.239,22.06,-0.14,0.07,0.94,0,0.047
2025-09-18 08:35:44,4.239,22.06,-0.12,0.05,0.95,1,0.014
2025-09-18 08:35:46,4.239,22.06,-0.14,0.01,0.96,0,0.014
2025-09-18 08:35:48,4.239,22.06,-0.14,0.05,0.96,0,0.014
2025-09-18 08:35:50,4.239,22.06,-0.12,0.01,0.98,1,0.05
2025-09-18 08:35:53,4.239,22.12,-0.14,0.05,0.96,0,0.05
2025-09-18 08:35:55,4.239,22.06,-0.13,0.07,0.95,0,0.05
2025-09-18 08:35:57,4.239,22.12,-0.14,0.06,0.95,1,0.05
2025-09-18 08:35:59,4.239,22.06,-0.14,0.05,0.95,0,0.05
2025-09-18 08:36:01,4.239,22.12,-0.14,0.05,0.98,0,0.05
2025-09-18 08:36:03,4.239,22.06,-0.14,0.06,0.95,1,0.05
2025-09-18 08:36:05,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:36:07,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:36:09,4.239,22.06,-0.14,0.03,0.94,1,0.05
2025-09-18 08:36:11,4.239,22.12,-0.13,0.06,0.96,0,0.05
2025-09-18 08:36:13,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:36:16,4.239,22.06,-0.14,0.06,0.95,0,0.05
2025-09-18 08:36:18,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:36:20,4.239,22.06,-0.14,0.06,0.95,1,0.024
2025-09-18 08:36:22,4.239,22.06,-0.14,0.06,0.96,0,0.024
2025-09-18 08:36:24,4.239,22.12,-0.15,0.05,0.96,0,0.024
2025-09-18 08:36:26,4.239,22.12,-0.14,0.05,0.95,1,0.049
2025-09-18 08:36:29,4.239,22.12,-0.15,0.05,0.96,0,0.049
2025-09-18 08:36:31,4.239,22.06,-0.15,0.04,0.96,0,0.049
2025-09-18 08:36:33,4.239,22.12,-0.13,0.04,0.94,0,0.049
2025-09-18 08:36:35,4.239,22.12,-0.12,0.07,0.95,0,0.049
2025-09-18 08:36:37,4.239,22.12,-0.14,0.05,0.96,0,0.049
2025-09-18 08:36:39,4.239,22.12,-0.14,0.05,0.95,0,0.049
2025-09-18 08:36:41,4.239,22.12,-0.11,0.01,0.93,0,0.049
2025-09-18 08:36:43,4.239,22.12,-0.15,0.04,0.95,0,0.049
2025-09-18 08:36:46,4.239,22.12,-0.15,-0.01,0.95,0,0.049
2025-09-18 08:36:48,4.239,22.12,-0.14,0.05,0.95,0,0.049
2025-09-18 08:36:50,4.239,22.12,-0.15,0.09,0.94,1,0.01
2025-09-18 08:36:52,4.239,22.12,-0.14,0.06,0.95,0,0.01
2025-09-18 08:36:54,4.239,22.12,-0.14,0.07,0.96,0,0.01
2025-09-18 08:36:56,4.239,22.12,-0.15,0.09,0.99,1,0.05
2025-09-18 08:36:58,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:37:00,4.239,22.12,-0.14,0.04,0.95,0,0.05
2025-09-18 08:37:03,4.239,22.12,-0.13,0.05,0.95,1,0.049
2025-09-18 08:37:05,4.239,22.12,-0.11,0.05,0.94,0,0.049
2025-09-18 08:37:07,4.239,22.12,-0.14,0.06,0.95,0,0.049
2025-09-18 08:37:09,4.239,22.12,-0.14,0.06,0.96,0,0.049
2025-09-18 08:37:11,4.239,22.12,-0.17,0.08,0.97,0,0.049
2025-09-18 08:37:13,4.239,22.12,-0.14,0.06,0.96,0,0.049
2025-09-18 08:37:15,4.239,22.12,-0.12,0.01,0.93,0,0.049
2025-09-18 08:37:17,4.239,22.12,-0.14,0.05,0.95,0,0.049
2025-09-18 08:37:20,4.239,22.12,-0.12,0.08,0.95,1,0.014
2025-09-18 08:37:22,4.239,22.12,-0.14,0.05,0.95,0,0.014
2025-09-18 08:37:24,4.239,22.12,-0.15,0.05,0.95,0,0.014
2025-09-18 08:37:26,4.239,22.12,-0.14,0.08,0.95,1,0.049
2025-09-18 08:37:28,4.239,22.12,-0.14,0.06,0.96,0,0.049
2025-09-18 08:37:30,4.239,22.12,-0.15,0.04,0.95,0,0.049
2025-09-18 08:37:32,4.239,22.12,-0.14,0.05,0.95,1,0.05
2025-09-18 08:37:34,4.239,22.12,-0.16,0.05,0.95,0,0.05
2025-09-18 08:37:36,4.239,22.12,-0.14,0.06,0.96,0,0.05
2025-09-18 08:37:39,4.239,22.12,-0.15,0.05,0.95,0,0.05
2025-09-18 08:37:41,4.239,22.12,-0.18,0.06,0.96,0,0.05
2025-09-18 08:37:43,4.239,22.12,-0.13,0.05,0.95,0,0.05
2025-09-18 08:37:45,4.239,22.12,-0.13,0.04,0.95,0,0.05
2025-09-18 08:37:47,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:37:49,4.239,22.12,-0.14,0.02,0.94,1,0.014
2025-09-18 08:37:51,4.239,22.12,-0.14,0.05,0.95,0,0.014
2025-09-18 08:37:53,4.239,22.12,-0.13,0.05,0.96,0,0.014
2025-09-18 08:37:55,4.239,22.12,-0.15,0.05,0.95,1,0.049
2025-09-18 08:37:58,4.239,22.12,-0.13,0.07,0.95,0,0.049
2025-09-18 08:38:00,4.239,22.12,-0.13,0.07,0.96,0,0.049
2025-09-18 08:38:02,4.239,22.12,-0.13,0.05,0.95,1,0.049
2025-09-18 08:38:04,4.239,22.12,-0.15,0.05,0.95,0,0.049
2025-09-18 08:38:06,4.239,22.12,-0.14,0.06,0.95,0,0.049
2025-09-18 08:38:08,4.239,22.12,-0.2,0.05,0.99,1,0.05
2025-09-18 08:38:10,4.239,22.12,-0.13,0.07,0.95,0,0.05
2025-09-18 08:38:12,4.239,22.12,-0.13,0.06,0.96,0,0.05
2025-09-18 08:38:14,4.239,22.12,-0.14,0.1,0.93,0,0.05
2025-09-18 08:38:17,4.239,22.12,-0.14,0.05,0.95,0,0.05
2025-09-18 08:38:19,4.239,22.12,-0.14,0.04,0.95,0,0.05
2025-09-18 08:38:21,4.239,22.12,-0.14,0.06,0.95,0,0.05
2025-09-18 08:38:23,4.239,22.19,-0.13,0.13,0.96,0,0.05
2025-09-18 08:38:25,4.239,22.19,-0.14,0.06,0.95,1,0.014
2025-09-18 08:38:27,4.239,22.12,-0.14,0.06,0.96,0,0.014
2025-09-18 08:38:29,4.239,22.19,-0.13,0.05,0.95,0,0.014
2025-09-18 08:38:31,4.239,22.19,-0.14,0.05,0.94,1,0.05
2025-09-18 08:38:33,4.239,22.12,-0.16,0.08,0.96,0,0.05
2025-09-18 08:38:36,4.239,22.19,-0.15,0.05,0.95,0,0.05
2025-09-18 08:38:38,4.239,22.19,-0.13,0.05,0.95,1,0.05
2025-09-18 08:38:40,4.239,22.19,-0.14,0.05,0.95,0,0.05
